variant,date_num,prob,SE,df,asymp.LCL,asymp.UCL,date,totcases,cases,smoothed_totcases,smoothed_cases
Omicron,18513,7.304410382900103e-35,3.940148338729131e-34,NA,-6.992107799364411e-34,8.452989875944431e-34,2020-09-08,1079,NA,1648.4913675769656,NA
Delta,18514,1.492254286590012e-22,4.354703953481131e-22,NA,-7.04280862556719e-22,1.0027317198747213e-21,2020-09-09,1990,NA,1619.686921354551,NA
Beta,18514,0.08586370365472955,0.0062168671208207875,NA,0.07367886800124959,0.0980485393082095,2020-09-09,1990,170.8687702729118,1619.686921354551,139.0723178286284
Alpha,18514,1.1030842399424842e-9,2.552817091616879e-9,NA,-3.900345318744886e-9,6.106513798629854e-9,2020-09-09,1990,NA,1619.686921354551,NA
C.1.2,18514,1.9459438580530952e-29,1.7103918583070942e-28,NA,-3.1577120559271297e-28,3.5469008275377486e-28,2020-09-09,1990,NA,1619.686921354551,NA
Other,18514,0.9141362952421861,0.006216867127717882,NA,0.9019514595751881,0.9263211309091841,2020-09-09,1990,1819.1312275319503,1619.686921354551,1480.6146017392714
Omicron,18514,8.318223185907023e-35,4.483335878372351e-34,NA,-7.955354533615351e-34,9.618999170796757e-34,2020-09-09,1990,NA,1619.686921354551,NA
Delta,18515,2.082005553931002e-22,6.033729689444707e-22,NA,-9.743887329830667e-22,1.3907898437692672e-21,2020-09-10,2007,NA,1593.39618093387,NA
Beta,18515,0.09040681315225367,0.006426074606569655,NA,0.07781193836140975,0.1030016879430976,2020-09-10,2007,181.4464739965731,1593.39618093387,144.05387080720297
Alpha,18515,1.296691844342544e-9,2.976743227738591e-9,NA,-4.5376176732486055e-9,7.131001361933693e-9,2020-09-10,2007,NA,1593.39618093387,NA
C.1.2,18515,2.9255675845357877e-29,2.5545376076964683e-28,NA,-4.714244949784607e-28,5.299358466691766e-28,2020-09-10,2007,NA,1593.39618093387,NA
Other,18515,0.9095931855510545,0.0064260746146243275,NA,0.8969983107444237,0.9221880603576853,2020-09-10,2007,1825.5535234009665,1593.39618093387,1449.3423080605232
Omicron,18515,9.472543002631744e-35,5.101344914245831e-34,NA,-9.051198004375223e-34,1.0945706604901571e-33,2020-09-10,2007,NA,1593.39618093387,NA
Delta,18516,2.901829406001616e-22,8.351236597123449e-22,NA,-1.3466293550733178e-21,1.926995236273641e-21,2020-09-11,1960,NA,1569.469521316211,NA
Beta,18516,0.09514554123620463,0.006637156806501572,NA,0.08213695293571667,0.10815412953669258,2020-09-11,1960,186.48526082296107,1569.469521316211,149.3280270593579
Alpha,18516,1.5231393892959716e-9,3.4683275020192295e-9,NA,-5.274657601251489e-9,8.320936379843432e-9,2020-09-11,1960,NA,1569.469521316211,NA
C.1.2,18516,4.393051029378768e-29,3.8106000543380383e-28,NA,-7.029333763051049e-28,7.907943968926803e-28,2020-09-11,1960,NA,1569.469521316211,NA
Other,18516,0.9048544572406559,0.006637156815919228,NA,0.8918458689217097,0.9178630455596022,2020-09-11,1960,1773.5147361916856,1569.469521316211,1420.1414918663322
Omicron,18516,1.0786732525529072e-34,5.8044281225339984e-34,NA,-1.029779681846517e-33,1.2455143323570986e-33,2020-09-11,1960,NA,1569.469521316211,NA
Delta,18517,4.0402397610924094e-22,1.154642847529687e-21,NA,-1.859034420055718e-21,2.6670823722742e-21,2020-09-12,1816,NA,1547.770402942278,NA
Beta,18517,0.1000845596766516,0.006849723350196295,NA,0.08665934860620382,0.11350977074709938,2020-09-12,1816,181.7535603727993,1547.770402942278,154.9079192590315
Alpha,18517,1.7877725751956523e-9,4.0378549331582135e-9,NA,-6.126277668591832e-9,9.701822818983136e-9,2020-09-12,1816,NA,1547.770402942278,NA
C.1.2,18517,6.588591316321581e-29,5.677180165339129e-28,NA,-1.0468209526177682e-27,1.1785927789442e-27,2020-09-12,1816,NA,1547.770402942278,NA
Other,18517,0.8999154385355758,0.006849723361203876,NA,0.8864902274435535,0.913340649627598,2020-09-12,1816,1634.2464363806055,1547.770402942278,1392.862480916185
Omicron,18517,1.228279447480977e-34,6.604228655286394e-34,NA,-1.1715770862547744e-33,1.4172329757509698e-33,2020-09-12,1816,NA,1547.770402942278,NA
Delta,18518,5.619296462477631e-22,1.5946694356534758e-21,NA,-2.563565014879862e-21,3.687424307375388e-21,2020-09-13,1579,NA,1528.1741375127033,NA
Beta,18518,0.10522832728537226,0.0070633562702674,NA,0.091384403385673,0.11907225118507153,2020-09-13,1579,166.15552878360282,1528.1741375127033,160.80720829122822
Alpha,18518,2.0967641418596463e-9,4.697080499583283e-9,NA,-7.1093444698089896e-9,1.1302872753528283e-8,2020-09-13,1579,NA,1528.1741375127033,NA
C.1.2,18518,9.869223434114704e-29,8.447418863055884e-28,NA,-1.5569714390502349e-27,1.7543559077325288e-27,2020-09-13,1579,NA,1528.1741375127033,NA
Other,18518,0.8947716706178637,0.007063356283139362,NA,0.8809277466929358,0.9086155945427915,2020-09-13,1579,1412.8444679056067,1528.1741375127033,1367.3669260172544
Omicron,18518,1.3985725838663593e-34,7.513965754326433e-34,NA,-1.3328529675680786e-33,1.6125674843413506e-33,2020-09-13,1579,NA,1528.1741375127033,NA
Delta,18519,7.807114355621487e-22,2.1999556561428436e-21,NA,-3.531122418063007e-21,5.092545289187304e-21,2020-09-14,956,NA,1510.5667783345154,NA
Beta,18519,0.11058105731465147,0.007277610673903525,NA,0.0963172025002963,0.12484491212900664,2020-09-14,956,105.7154907928068,1510.5667783345154,167.04007149261747
Alpha,18519,2.457233802570174e-9,5.45942277680588e-9,NA,-8.243038216347002e-9,1.315750582148735e-8,2020-09-14,956,NA,1510.5667783345154,NA
C.1.2,18519,1.476492784866068e-28,1.2553395041856414e-27,NA,-2.3127709380876185e-27,2.608069495060832e-27,2020-09-14,956,NA,1510.5667783345154,NA
Other,18519,0.8894189402281146,0.007277610688950002,NA,0.8751550853842689,0.9036827950719604,2020-09-14,956,850.2845068580776,1510.5667783345154,1343.526703130082
Omicron,18519,1.592391866094987e-34,8.548644630127514e-34,NA,-1.5162643725586667e-33,1.834742745777664e-33,2020-09-14,956,NA,1510.5667783345154,NA
Delta,18520,1.0834955728138656e-21,3.0315975500401528e-21,NA,-4.858326440884697e-21,7.025317586512427e-21,2020-09-15,772,NA,1494.8441209450011,NA
Beta,18520,0.11614668382972126,0.007492015702322928,NA,0.10146260288155977,0.13083076477788275,2020-09-15,772,89.66523991654482,1494.8441209450011,173.62118749011665
Alpha,18520,2.877384142687012e-9,6.340180317399871e-9,NA,-9.549140934906461e-9,1.5303909220280487e-8,2020-09-15,772,NA,1494.8441209450011,NA
C.1.2,18520,2.206131682644351e-28,1.8631075201899717e-27,NA,-3.431010470633641e-27,3.872236807162511e-27,2020-09-15,772,NA,1494.8441209450011,NA
Other,18520,0.8838533132928946,0.007492015719934678,NA,0.8691692323102147,0.8985373942755746,2020-09-15,772,682.3347578621147,1494.8441209450011,1321.2229291536437
Omicron,18520,1.8129613350842858e-34,9.725293703990776e-34,NA,-1.724826406381177e-33,2.0874186733980344e-33,2020-09-15,772,NA,1494.8441209450011,NA
Delta,18521,1.5020553780322953e-21,4.172896567086245e-21,NA,-6.676671604667573e-21,9.680782360732163e-21,2020-09-16,1923,NA,1480.910801464063,NA
Beta,18521,0.12192882725492725,0.0077060757949191545,NA,0.10682519623474984,0.13703245827510466,2020-09-16,1923,234.4691348112251,1480.910801464063,180.5657172916676
Alpha,18521,3.3666543679646824e-9,7.356773007158694e-9,NA,-1.1052355768502782e-8,1.7785664504432148e-8,2020-09-16,1923,NA,1480.910801464063,NA
C.1.2,18521,3.2921308643373196e-28,2.7615182750984726e-27,NA,-5.083263275408446e-27,5.74168944827591e-27,2020-09-16,1923,NA,1480.910801464063,NA
Other,18521,0.8780711693784183,0.00770607581552821,NA,0.8629675383178479,0.8931748004389888,2020-09-16,1923,1688.5308587146985,1480.910801464063,1300.3450791866806
Omicron,18521,2.063941124081259e-34,1.1063232699758618e-33,NA,-1.9619596520031454e-33,2.3747478768193973e-33,2020-09-16,1923,NA,1480.910801464063,NA
Delta,18522,2.0799894983668262e-21,5.737282352248361e-21,NA,-9.164877281177204e-21,1.3324856277910855e-20,2020-09-17,2128,NA,1468.6794816081197,NA
Beta,18522,0.12793075932357503,0.007919272271203561,NA,0.11240927088824934,0.14345224775890072,2020-09-17,2128,272.23665584056766,1468.6794816081197,187.8892812850813
Alpha,18522,3.9358939731152816e-9,8.529010786368323e-9,NA,-1.2780659991920273e-8,2.0652447938150838e-8,2020-09-17,2128,NA,1468.6794816081197,NA
C.1.2,18522,4.906390368171494e-28,4.087755576259059e-27,NA,-7.521214670253378e-27,8.502492743887678e-27,2020-09-17,2128,NA,1468.6794816081197,NA
Other,18522,0.872069236740531,0.007919272295306892,NA,0.8565477482579636,0.8875907252230985,2020-09-17,2128,1855.7633357838502,1468.6794816081197,1280.7901945424717
Omicron,18522,2.34948539655044e-34,1.2584375507603596e-33,NA,-2.2315437366280563e-33,2.7014408159381445e-33,2020-09-17,2128,NA,1468.6794816081197,NA
Delta,18523,2.8770468135561374e-21,7.879006122697484e-21,NA,-1.2565521420901502e-20,1.8319615048013778e-20,2020-09-18,2055,NA,1458.070110592694,NA
Beta,18523,0.1341553676910789,0.00813106524066367,NA,0.11821877266343259,0.15009196271872519,2020-09-18,2055,275.6892806051671,1458.070110592694,195.6079318059349
Alpha,18523,4.597558599698068e-9,9.879392282830997e-9,NA,-1.476569446379363e-8,2.3960811663189768e-8,2020-09-18,2055,NA,1458.070110592694,NA
C.1.2,18523,7.302646112285536e-28,6.042861365683754e-27,NA,-1.1113526029080126e-26,1.2574055251537234e-26,2020-09-18,2055,NA,1458.070110592694,NA
Other,18523,0.8658446277113625,0.008131065268884775,NA,0.8499080326284039,0.8817812227943211,2020-09-18,2055,1779.31070994685,1458.070110592694,1262.4621720831963
Omicron,18523,2.674307818674034e-34,1.431357223337597e-33,NA,-2.5379778248855408e-33,3.0728393886203475e-33,2020-09-18,2055,NA,1458.070110592694,NA
Delta,18524,3.9750034752055065e-21,1.0807552545850377e-20,NA,-1.7207410275685398e-20,2.5157417226096412e-20,2020-09-19,2029,NA,1449.0095540335658,NA
Beta,18524,0.1406051205001802,0.00834089584667356,NA,0.12425726504190031,0.15695297595846008,2020-09-19,2029,285.28778949486565,1449.0095540335658,203.7381629508019
Alpha,18524,5.365930564440411e-9,1.143343606223626e-8,NA,-1.704319233708411e-8,2.777505346596493e-8,2020-09-19,2029,NA,1449.0095540335658,NA
C.1.2,18524,1.0854888596687503e-27,8.9210256345052e-27,NA,-1.639940008912002e-26,1.857037780845752e-26,2020-09-19,2029,NA,1449.0095540335658,NA
Other,18524,0.8593948741338893,0.008340895879732751,NA,0.8430470186108145,0.875742729656964,2020-09-19,2029,1743.7121996176613,1449.0095540335658,1245.2713833074793
Omicron,18524,3.04375552628201e-34,1.6278995399638005e-33,NA,-2.8862489161501697e-33,3.4950000214065715e-33,2020-09-19,2029,NA,1449.0095540335658,NA
Delta,18525,5.4856378245767505e-21,1.480703470238083e-20,NA,-2.353561690992443e-20,3.450689255907793e-20,2020-09-20,1555,NA,1441.4322780778498,NA
Beta,18525,0.14728203121469116,0.008548188845434353,NA,0.1305278889445928,0.16403617348478952,2020-09-20,1555,229.02355853884475,1441.4322780778498,212.29707377372526
Alpha,18525,6.257366764942395e-9,1.3220047360593136e-8,NA,-1.9653449935733945e-8,3.216818346561874e-8,2020-09-20,1555,NA,1441.4322780778498,NA
C.1.2,18525,1.6113551995083486e-27,1.315210136245611e-26,NA,-2.4166289791925799e-26,2.7389000190942494e-26,2020-09-20,1555,NA,1441.4322780778498,NA
Other,18525,0.8527179625279422,0.008548188884197568,NA,0.8359638201818693,0.869472104874015,2020-09-20,1555,1325.97643173095,1441.4322780778498,1229.1351952845544
Omicron,18525,3.463892666933914e-34,1.8512575886928893e-33,NA,-3.282008933251136e-33,3.974787466637918e-33,2020-09-20,1555,NA,1441.4322780778498,NA
Delta,18526,7.561536615505472e-21,2.026225647265023e-20,NA,-3.2151756316402566e-20,4.7274829547413506e-20,2020-09-21,725,NA,1435.278703933913,NA
Beta,18526,0.15418762406395453,0.008752355516411963,NA,0.13703332247189662,0.17134192565601244,2020-09-21,725,111.78602744636703,1435.278703933913,221.30221322916208
Alpha,18526,7.2905769096904355e-9,1.527192332150868e-8,NA,-2.2641842775123888e-8,3.722299659450476e-8,2020-09-21,725,NA,1435.278703933913,NA
C.1.2,18526,2.3887564700303514e-27,1.9363216794529682e-26,NA,-3.5562451072088923e-26,4.033996401214963e-26,2020-09-21,725,NA,1435.278703933913,NA
Other,18526,0.8458123686454686,0.008752355561891642,NA,0.8286580669642721,0.8629666703266651,2020-09-21,725,613.2139672679648,1435.278703933913,1213.9764802407412
Omicron,18526,3.941594734180016e-34,2.105049490515172e-33,NA,-3.7316617136661245e-33,4.519980660502128e-33,2020-09-21,725,NA,1435.278703933913,NA
Delta,18527,1.0410716666438306e-20,2.769368214100446e-20,NA,-4.386790292923052e-20,6.468933626210714e-20,2020-09-22,1346,NA,1430.494178587377,NA
Beta,18527,0.16132290046313813,0.008952796894612132,NA,0.1437757409887963,0.17887005993747995,2020-09-22,1346,217.14062402338394,1430.494178587377,230.77146998534997
Alpha,18527,8.486935273719967e-9,1.7625999916948656e-8,NA,-2.6059389755005375e-8,4.3033260302445306e-8,2020-09-22,1346,NA,1430.494178587377,NA
C.1.2,18527,3.536397518832124e-27,2.846791881024538e-26,NA,-5.225969806405915e-26,5.933249310172341e-26,2020-09-22,1346,NA,1430.494178587377,NA
Other,18527,0.8386770910499266,0.008952796947970545,NA,0.8211299314710042,0.856224250628849,2020-09-22,1346,1128.8593645532012,1430.494178587377,1199.7226964615156
Omicron,18527,4.484655064783762e-34,2.393373907570401e-33,NA,-4.242461153897504e-33,5.139392166854257e-33,2020-09-22,1346,NA,1430.494178587377,NA
Delta,18528,1.4316380396813645e-20,3.780428680180298e-20,NA,-5.977866019594308e-20,8.841142098957036e-20,2020-09-23,1906,NA,1427.0285305896355,NA
Beta,18528,0.16868830679397692,0.009148907308911845,NA,0.15075677797061443,0.1866198356173394,2020-09-23,1906,321.51991274932,1427.0285305896355,240.7230265718625
Alpha,18528,9.870829450421502e-9,2.032394388253272e-8,NA,-2.9963368583155774e-8,4.9705027483998775e-8,2020-09-23,1906,NA,1427.0285305896355,NA
C.1.2,18528,5.228208343175594e-27,4.179493887586867e-26,NA,-7.668836658957996e-26,8.714478327593115e-26,2020-09-23,1906,NA,1427.0285305896355,NA
Other,18528,0.8313116833351936,0.009148907371581201,NA,0.8133801543890014,0.8492432122813858,2020-09-23,1906,1584.480068436879,1427.0285305896355,1186.3054899318176
Omicron,18528,5.101905043229518e-34,2.7208726597028928e-33,NA,-4.8226219152144236e-33,5.843002923860327e-33,2020-09-23,1906,NA,1427.0285305896355,NA
Delta,18529,1.9663568848419874e-20,5.1542228890827884e-20,NA,-8.135734346052261e-20,1.2068448115736237e-19,2020-09-24,1861,NA,1424.835662411178,NA
Beta,18529,0.17628370394559262,0.009340078204703148,NA,0.15797748705158693,0.1945899208395983,2020-09-24,1861,328.0639730427479,1424.835662411178,251.17530808361445
Alpha,18529,1.1470049854200166e-8,2.3412693146233724e-8,NA,-3.441798549350569e-8,5.735808520190602e-8,2020-09-24,1861,NA,1424.835662411178,NA
C.1.2,18529,7.718650592006803e-27,6.127388694525111e-26,NA,-1.1237596101346432e-25,1.2781326219747795e-25,2020-09-24,1861,NA,1424.835662411178,NA
Other,18529,0.8237162845843575,0.00934007827841319,NA,0.8054100675458828,0.8420225016228322,2020-09-24,1861,1532.9360056114895,1424.835662411178,1173.6603379846274
Omicron,18529,5.803349753830621e-34,3.092801347322311e-33,NA,-5.481444276705621e-33,6.642114227471745e-33,2020-09-24,1861,NA,1424.835662411178,NA
Delta,18530,2.6975067522015015e-20,7.018456028368315e-20,NA,-1.105841429047842e-19,1.6453427794881422e-19,2020-09-25,1480,NA,1423.8731749381711,NA
Beta,18530,0.18410833902530163,0.009525702222056667,NA,0.16543830574261742,0.20277837230798584,2020-09-25,1480,272.4803417574464,1423.8731749381711,262.1469252205494
Alpha,18530,1.3316224028357282e-8,2.69450493715224e-8,NA,-3.949510230148023e-8,6.612755035819479e-8,2020-09-25,1480,NA,1423.8731749381711,NA
C.1.2,18530,1.1379436062396015e-26,8.970259734751295e-26,NA,-1.644344240584275e-25,1.8719329618321953e-25,2020-09-25,1480,NA,1423.8731749381711,NA
Other,18530,0.8158916476584743,0.009525702308755666,NA,0.7972216142058632,0.8345616811110854,2020-09-25,1480,1207.519638534542,1423.8731749381711,1161.7262307570074
Omicron,18530,6.600321042245383e-34,3.5151089922773115e-33,NA,-6.229454922371874e-33,7.54951913082095e-33,2020-09-25,1480,NA,1423.8731749381711,NA
Delta,18531,3.6959705668316295e-20,9.544886405138753e-20,NA,-1.5011663023766311e-19,2.240360415742957e-19,2020-09-26,969,NA,1424.1020205069235,NA
Beta,18531,0.19216081965341553,0.009705177493864578,NA,0.17313902130187225,0.2111826180049588,2020-09-26,969,186.20383424415965,1424.1020205069235,273.6566115306956
Alpha,18531,1.544530012805679e-8,3.098032637150139e-8,NA,-4.527502378938238e-8,7.616562404549596e-8,2020-09-26,969,NA,1424.1020205069235,NA
C.1.2,18531,1.6752716769651666e-26,1.311313874233109e-25,NA,-2.402600798228062e-25,2.737655133621096e-25,2020-09-26,969,NA,1424.1020205069235,NA
Other,18531,0.8078391649012844,0.009705177595952264,NA,0.7888173663496529,0.8268609634529158,2020-09-26,969,782.7961507893446,1424.1020205069235,1150.4453869805448
Omicron,18531,7.505650198669529e-34,3.994527837007785e-33,NA,-7.078565675910986e-33,8.579695715644893e-33,2020-09-26,969,NA,1424.1020205069235,NA
Delta,18532,5.0577230199229026e-20,1.2964190732010173e-19,NA,-2.0351623903524988e-19,3.0467069943370795e-19,2020-09-27,1268,NA,1425.48618125047,NA
Beta,18532,0.20043909125411166,0.009877912122825966,NA,0.1810787392509212,0.21979944325730214,2020-09-27,1268,254.1567677102136,1425.48618125047,285.72315476513813
Alpha,18532,1.7898084280114927e-8,3.558505827865795e-8,NA,-5.184734833381352e-8,8.764351689404337e-8,2020-09-27,1268,NA,1425.48618125047,NA
C.1.2,18532,2.4628009431412956e-26,1.9141442779298375e-25,NA,-3.5053737516417788e-25,3.9979339402700375e-25,2020-09-27,1268,NA,1425.48618125047,NA
Other,18532,0.7995608908478041,0.00987791224310461,NA,0.7802005386088718,0.8189212430867364,2020-09-27,1268,1013.8432095950157,1425.48618125047,1139.7630009718603
Omicron,18532,8.533862758394346e-34,4.538674587649614e-33,NA,-8.042252453500987e-33,9.749025005179857e-33,2020-09-27,1268,NA,1425.48618125047,NA
Delta,18533,6.912531184057326e-20,1.7585727501267088e-19,NA,-2.7554861360361717e-19,4.1379923728476365e-19,2020-09-28,903,NA,1427.9923698686525,NA
Beta,18533,0.2089404177452976,0.010043328788462284,NA,0.1892558550350172,0.22862498045557797,2020-09-28,903,188.67319722400373,1427.9923698686525,298.36532229745376
Alpha,18533,2.0720836870197113e-8,4.0833771474866413e-8,NA,-5.931188457348005e-8,1.0075355831387427e-7,2020-09-28,903,NA,1427.9923698686525,NA
C.1.2,18533,3.61532618875068e-26,2.7899956265836547e-25,NA,-5.106758326253155e-25,5.829823564003292e-25,2020-09-28,903,NA,1427.9923698686525,NA
Other,18533,0.7910595615338656,0.010043328930280673,NA,0.7713749985456263,0.8107441245221049,2020-09-28,903,714.3267840650806,1427.9923698686525,1129.627017982002
Omicron,18533,9.701398236329205e-34,5.156164551330374e-33,NA,-9.135756995336738e-33,1.1076036642602578e-32,2020-09-28,903,NA,1427.9923698686525,NA
Delta,18534,9.435605904038058e-20,2.382377142111542e-19,NA,-3.7258128057262775e-19,5.612933986533889e-19,2020-09-29,903,NA,1431.5897502330472,NA
Beta,18534,0.21766136601391792,0.010200869431202885,NA,0.19766802931776467,0.23765470271007116,2020-09-29,903,196.54821351056788,1431.5897502330472,311.6017806072486
Alpha,18534,2.3965933174591453e-8,4.680982439778947e-8,NA,-6.777963676772022e-8,1.1571150311690311e-7,2020-09-29,903,NA,1431.5897502330472,NA
C.1.2,18534,5.299494938669169e-26,4.060577793169799e-25,NA,-7.42863673716902e-25,8.488535724902855e-25,2020-09-29,903,NA,1431.5897502330472,NA
Other,18534,0.7823386100201489,0.010200869598618404,NA,0.7623452729958673,0.8023319470444306,2020-09-29,903,706.4517648481944,1431.5897502330472,1119.9879353164142
